用户ID;消费金额;首页;商品分类;商品介绍;特卖页面;搜索功能;购物车;其他;合计
U00571019;1750;2;3;9;0;1;1;1;17
U00571262;980;5;3;7;2;1;0;0;18
U00571288;1860;3;4;8;1;1;1;0;18
U00571332;1440;3;1;7;3;0;1;0;15
U00571393;5480;6;0;23;1;7;4;2;43
U00571519;1200;6;8;12;1;0;2;0;29
U00571667;6870;4;2;8;2;1;0;0;17
U00571750;1130;4;6;11;1;1;2;0;25
U00571780;20500;5;5;10;1;1;2;0;24
U00571899;4220;3;2;4;2;0;0;0;11
U00571962;2780;7;2;10;3;1;0;2;25
U00572112;5040;5;3;9;2;0;1;1;21
U00572116;2610;9;3;40;1;2;2;0;57
U00572131;1910;5;5;9;1;1;2;0;23
U00572197;18410;8;0;24;2;8;4;1;47
U00572262;12220;6;2;23;1;7;5;1;45
U00572269;9030;4;6;10;1;1;2;1;25
U00572359;3820;6;6;16;1;1;3;0;33
U00572369;26220;5;0;16;1;5;3;1;31
U00572703;4190;11;10;20;3;1;4;0;49
U00572759;14120;7;7;14;1;1;3;1;34
U00572811;3030;6;2;10;3;1;0;0;22
U00572881;13670;4;3;7;3;0;0;0;17
U00572909;1060;12;6;55;1;2;5;0;81
U00573278;30880;7;0;35;1;10;5;2;60
U00573295;5910;7;2;12;4;1;0;0;26
U00573331;1160;3;2;18;1;6;4;1;35
U00573336;42770;7;6;12;1;1;2;0;29
U00573398;850;6;4;12;1;1;2;0;26
U00573468;0;4;2;3;2;0;0;0;11
U00573478;3430;6;2;6;3;1;0;0;18
U00573730;1090;8;6;20;3;2;2;3;44
U00573733;3220;8;4;12;1;0;1;0;26
U00573811;1280;3;4;8;1;0;1;1;18
U00573915;8300;5;3;8;1;1;1;0;19
U00573942;1330;6;6;14;1;1;1;0;29
U00574221;1690;3;3;7;1;1;1;0;16
U00574227;2800;12;6;45;1;1;3;0;68
U00574300;2210;3;3;7;0;1;1;0;15
U00574466;2600;5;2;6;2;0;0;0;15
U00574470;910;7;3;11;4;0;1;0;26
U00574535;1420;8;5;36;1;1;2;1;54
U00574697;1700;18;9;73;1;3;3;2;109
U00574727;10490;7;2;22;0;6;5;1;43
U00574737;6820;4;0;22;1;6;4;1;38
U00575013;2800;5;3;9;3;0;0;1;21
U00575197;4580;8;2;37;1;13;8;1;70
U00575447;9760;4;4;12;1;0;2;1;24
U00575798;1110;4;0;15;0;5;3;1;28
U00575919;1060;7;7;16;3;3;2;0;38
U00575949;4320;7;4;9;3;1;1;0;25
U00576054;29590;8;5;30;1;1;3;0;48
U00576245;23780;6;1;10;5;1;0;0;23
U00576277;9310;12;7;45;0;1;2;2;69
U00576356;1490;13;9;70;0;3;4;1;100
U00576468;2120;7;0;25;0;9;5;1;47
U00576587;1320;4;4;7;0;1;1;0;17
U00576746;1090;4;5;8;1;0;1;1;20
U00576757;4380;8;7;17;1;1;3;1;38
U00577002;1160;6;3;12;4;1;0;0;26
U00577139;6350;4;1;5;2;0;1;0;13
U00577229;10720;13;0;47;1;13;9;1;84
U00577243;3980;12;3;38;1;12;8;2;76
U00577279;4030;10;0;31;0;10;5;2;58
U00577304;2350;8;0;23;0;8;4;1;44
U00577327;4620;21;1;54;1;19;11;5;112
U00577415;5820;5;0;17;0;5;3;1;31
U00577546;1740;6;1;26;0;8;6;1;48
U00577600;1110;5;4;10;0;0;1;0;20
U00577620;14470;6;5;32;1;1;2;1;48
U00577664;1580;5;1;9;3;1;1;1;21
U00577899;5160;6;6;11;1;1;2;0;27
U00578134;6500;6;2;20;0;6;4;1;39
U00578207;1150;2;2;4;2;1;0;0;11
U00578459;7800;6;7;13;1;1;3;0;31
U00578474;1150;4;3;7;1;1;1;0;17
U00578524;1130;5;4;7;3;0;1;1;21
U00578657;1020;3;2;5;1;0;0;0;11
U00578690;2470;6;8;17;2;2;3;0;38
U00578715;1910;6;6;15;1;0;2;1;31
U00578779;4010;5;6;14;1;1;2;0;29
U00578790;2250;4;5;9;1;1;2;1;23
U00578877;2160;7;7;16;3;2;2;1;38
U00579056;2500;8;9;22;1;3;3;1;47
U00579207;5860;11;9;48;1;1;3;1;74
U00579221;970;8;9;19;1;2;3;0;42
U00579244;1500;6;8;15;1;2;2;1;35
U00579271;1740;4;4;9;1;0;2;0;20
U00579288;26850;8;10;20;2;3;2;2;47
U00579317;6810;8;3;44;0;2;3;0;60
U00579322;5560;4;0;21;1;6;5;0;37
U00579590;4700;7;7;15;1;0;3;0;33
U00579680;1160;6;1;30;0;10;6;0;53
U00580163;2980;5;2;6;2;0;0;0;15
U00580210;2140;6;5;11;1;1;2;0;26
U00580263;7020;7;2;26;0;9;5;1;50
U00580338;1650;3;1;6;3;0;1;0;14
U00580370;9800;5;0;19;1;5;3;0;33
U00580442;59130;5;0;20;0;6;4;0;35
U00580521;4170;14;7;48;3;1;4;2;79
U00580701;17670;5;1;8;2;0;0;0;16
U00580797;1170;9;8;19;1;2;2;0;41
U00581005;1190;3;1;6;2;0;0;1;13
U00581123;11580;11;7;43;0;2;3;0;66
U00581351;980;5;7;14;2;0;3;0;31
U00581419;15410;7;0;26;1;7;6;2;49
U00581577;1700;7;4;36;0;2;2;1;52
U00581598;1180;4;2;7;3;0;0;0;16
U00581634;6310;3;2;5;2;0;0;0;12
U00581657;4200;7;6;14;2;1;2;1;33
U00581814;2010;7;0;19;0;6;3;1;36
U00581944;2970;13;9;67;1;4;4;0;98
U00582265;1200;10;6;45;1;1;3;2;68
U00582286;10340;6;1;27;1;8;6;1;50
U00582294;1090;3;1;5;2;1;1;0;13
U00582464;2600;7;4;9;3;1;0;0;24
U00582722;1810;7;2;28;1;8;5;1;52
U00582900;1160;4;6;10;1;1;2;1;25
U00582997;1210;8;8;19;1;2;2;1;41
U00583016;5330;5;5;12;2;1;2;0;27
U00583104;3060;4;5;8;1;1;1;0;20
U00583125;13500;19;11;84;3;3;8;3;131
U00583276;2120;5;5;14;1;1;2;0;28
U00583283;5480;6;9;15;2;1;2;1;36
U00583301;1260;3;3;7;0;1;1;0;15
U00583314;2140;4;3;9;1;1;2;1;21
U00583608;6200;3;4;8;1;0;1;0;17
U00583762;4120;2;4;8;0;1;1;0;16
U00583950;3900;32;11;124;2;0;8;2;179
U00584004;1020;6;6;14;1;1;2;0;30
U00584091;2650;5;1;17;0;6;3;1;33
U00584126;1150;3;1;5;2;0;0;0;11
U00584171;2850;9;0;34;1;10;8;2;64
U00584515;24280;6;7;16;2;1;1;0;33
U00584561;1130;4;4;9;1;1;1;0;20
U00584614;2620;7;8;16;1;1;2;1;36
U00584623;4050;4;4;8;1;1;1;0;19
U00584641;4470;8;4;12;5;2;0;1;32
U00584661;126450;9;0;30;0;9;6;1;55
U00584750;1050;11;9;19;0;2;2;1;44
U00584908;1020;11;2;40;2;12;6;2;75
U00584918;3180;2;3;7;1;1;1;0;15
U00584930;17580;4;4;9;0;0;1;1;19
U00584954;1440;10;8;46;0;2;3;1;70
U00585032;3060;14;8;56;0;3;5;0;86
U00585151;1110;4;3;8;1;1;1;0;18
U00585185;1060;8;7;20;2;1;2;1;41
U00585260;3050;5;2;17;0;5;3;1;33
U00585292;1080;5;7;15;1;1;2;0;31
U00585296;2940;4;5;11;1;1;2;0;24
U00585322;3150;12;6;50;1;2;2;0;73
U00585328;16600;4;6;9;1;1;2;0;23
U00585450;44210;5;4;12;1;1;2;1;26
U00585861;10700;10;5;42;0;2;2;1;62
U00585972;2600;7;3;7;3;1;1;0;22
U00585974;4190;6;6;13;1;1;1;1;29
U00586008;9940;4;0;19;0;6;4;1;34
U00586289;2410;5;2;13;2;1;0;0;23
U00586310;1690;8;6;46;2;3;3;1;69
U00586335;1730;5;5;13;1;1;1;1;27
U00586421;1160;3;1;6;2;0;1;0;13
U00586422;3680;4;3;6;2;1;0;1;17
U00586540;2620;15;0;48;1;14;10;3;91
U00586649;8690;7;0;42;1;11;7;1;69
U00586757;6080;15;8;58;0;2;4;2;89
U00586861;2380;4;1;4;2;0;0;0;11
U00586872;3800;5;1;18;0;5;4;1;34
U00586916;5870;8;6;17;1;1;3;0;36
U00586919;2250;6;1;22;1;7;4;1;42
U00586963;6030;10;8;17;2;2;2;0;41
U00587017;4930;3;1;7;3;0;0;0;14
U00587205;5250;10;6;39;1;0;3;1;60
U00587334;5480;14;8;59;2;2;2;1;88
U00587514;1340;11;5;46;1;2;3;2;70
U00587668;3030;3;2;8;3;0;0;0;16
U00587716;2750;5;4;6;4;0;1;0;20
U00587816;1340;11;7;41;1;1;3;2;66
U00587972;5640;10;7;62;0;3;2;0;84
U00588083;30750;7;4;32;1;0;2;1;47
U00588201;990;4;2;5;2;1;0;0;14
U00588296;1720;8;3;13;3;1;0;1;29
U00588391;2410;12;4;41;2;12;8;4;83
U00588597;1100;5;1;7;2;0;0;0;15
U00588700;1430;9;0;33;0;13;6;2;63
U00588705;22950;5;0;19;1;5;3;1;34
U00588916;1640;6;1;20;0;5;3;1;36
U00589400;990;3;1;6;2;0;0;1;13
U00589436;4530;5;5;13;1;2;2;1;29
U00589769;1310;4;5;12;1;0;2;0;24
U00590163;1560;4;1;5;2;1;0;0;13
U00590418;1800;4;2;6;2;0;0;0;14
U00590521;1970;13;10;56;1;3;5;0;88
U00590534;1460;7;2;9;3;1;0;0;22
U00590739;2390;3;3;6;2;0;0;0;14
U00590751;8280;9;1;28;1;7;5;1;52
U00590893;1850;6;6;14;2;1;1;0;30
U00591021;3590;6;6;11;1;0;2;0;26
U00591180;3460;5;2;8;3;1;0;0;19
U00591191;2270;10;5;16;2;2;2;0;37
U00591308;1260;9;0;28;0;9;5;1;52
U00591355;2210;8;9;25;2;2;4;0;50
U00591511;1090;2;4;7;1;1;1;0;16
U00591607;930;3;2;7;2;0;1;0;15
U00591652;2300;3;1;9;2;0;0;0;15
U00591726;3830;7;5;29;0;1;3;1;46
U00591751;2300;4;2;5;2;0;1;1;15
U00591959;3140;4;1;17;0;5;3;1;31
U00592051;1910;15;12;62;2;4;4;3;102
U00592055;10460;10;4;38;0;1;3;0;56
U00592217;3410;10;8;19;1;3;2;1;44
U00592218;1580;7;10;17;1;1;4;2;42
U00592270;6210;8;0;28;0;8;6;0;50
U00592325;1120;5;4;10;3;1;0;1;24
U00592485;16730;4;5;10;1;0;2;0;22
U00592574;2200;8;6;15;3;2;3;0;37
U00592676;19900;6;5;14;2;2;2;0;31
U00592746;13050;5;4;12;2;1;2;1;27
U00592811;1940;6;1;32;0;10;8;1;58
U00593057;3790;11;10;25;1;2;2;0;51
U00593280;3210;3;4;7;0;0;1;0;15
U00593418;4560;7;7;16;1;2;2;0;35
U00593551;2770;10;7;45;1;2;3;0;68
U00593773;1130;5;4;11;1;0;2;0;23
U00593830;10460;4;4;9;0;0;1;0;18
U00593848;2320;4;4;8;0;1;2;0;19
U00593975;1170;3;1;7;4;1;0;0;16
U00593977;37310;8;12;18;1;2;3;0;44
U00594029;8270;5;3;10;1;1;1;0;21
U00594156;3130;9;0;33;0;11;6;2;61
U00594166;6610;12;10;20;2;1;3;0;48
U00594242;1280;3;1;5;2;1;0;0;12
U00594245;1270;18;11;80;1;1;6;1;118
U00594365;1150;5;4;10;0;1;2;0;22
U00594650;12310;3;2;4;2;1;0;0;12
U00594726;19560;5;5;11;0;1;1;0;23
U00594776;1240;3;3;7;1;1;1;0;16
U00594778;7100;4;4;9;1;1;1;0;20
U00594825;1040;7;6;17;1;2;3;0;36
U00594867;3110;8;6;14;1;2;3;0;34
U00594899;1130;2;3;7;1;0;1;0;14
U00594937;4580;15;6;65;0;2;4;1;93
U00594990;11980;7;0;31;0;9;6;1;54
U00595081;2530;6;2;20;1;6;5;1;41
U00595165;2490;4;5;8;1;1;2;0;21
U00595183;1130;3;2;6;2;0;0;1;14
U00595199;1280;4;4;10;1;1;1;0;21
U00595274;2280;12;0;50;1;19;11;4;97
U00595350;3010;4;6;11;0;1;1;0;23
U00595402;41610;6;0;24;1;7;5;1;44
U00595405;0;3;2;4;1;1;0;0;11
U00595461;1080;8;0;34;0;11;7;1;61
U00595489;28550;5;4;11;1;1;2;0;24
U00595582;1370;3;3;9;1;0;1;1;18
U00595590;2360;5;2;9;3;0;0;0;19
U00595641;2630;4;3;8;1;0;1;0;17
U00595708;1220;5;2;4;2;0;0;1;14
U00595767;2190;7;1;29;0;8;4;1;50
U00595819;1600;7;6;12;1;1;1;1;29
U00595854;4500;4;3;8;3;0;0;0;18
U00595975;39560;4;5;13;2;1;1;0;26
U00596008;5270;4;0;18;0;5;3;1;31
U00596086;5620;9;0;28;0;10;5;1;53
U00596227;2210;4;1;17;0;5;3;0;30
U00596478;9790;6;6;12;1;1;2;1;29
U00596564;3880;7;9;14;1;1;3;0;35
U00596744;47520;8;2;34;1;11;7;2;65
U00596752;1600;7;7;17;1;2;2;0;36
U00596807;4480;9;6;42;2;1;2;2;64
U00596948;1440;3;3;8;1;0;1;0;16
U00596980;1280;11;7;53;2;1;3;1;78
U00597013;13520;20;13;80;3;2;6;0;124
U00597019;1890;7;7;15;2;2;3;1;37
U00597058;4920;6;0;15;0;5;3;1;30
U00597177;10860;10;8;19;3;2;3;0;45
U00597675;1620;4;2;7;2;0;0;0;15
U00597990;6700;9;4;37;1;1;2;0;54
U00598021;2880;3;3;8;1;0;1;1;17
U00598137;1490;5;1;19;1;5;4;1;36
U00598359;2020;4;3;7;0;1;1;0;16
U00598436;4150;3;5;10;1;1;2;1;23
U00598514;1010;4;1;6;2;0;0;0;13
U00598539;1150;3;4;7;1;1;1;0;17
U00598620;1400;6;6;12;1;0;1;0;26
U00598689;10590;7;7;15;2;1;2;1;35
U00598714;2670;3;1;3;2;0;1;1;11
U00598790;1890;7;2;21;0;6;4;1;41
U00598795;1680;2;4;9;1;1;1;0;18
U00598972;24560;14;7;45;0;2;3;0;71
U00599120;17360;9;7;41;0;0;2;0;59
U00599270;1150;5;0;16;1;5;4;1;32
U00599393;1920;5;2;8;3;0;0;0;18
U00599439;1810;3;2;8;0;1;1;0;15
U00599462;3900;11;2;45;0;15;10;1;84
U00599474;39490;6;0;26;0;8;6;1;47
U00599516;6590;5;2;9;4;1;1;0;22
U00599654;2250;7;7;16;1;0;3;0;34
U00599843;3200;3;3;7;1;1;1;0;16
U00599865;7570;4;4;9;1;1;2;0;21
U00600020;1120;4;5;11;5;0;0;2;27
U00600188;3570;5;1;27;0;8;6;2;49
U00600190;9140;6;1;18;1;6;4;0;36
U00600265;2840;16;10;78;0;2;4;2;112
U00600313;1980;5;5;11;1;1;1;1;25
U00600325;29590;10;7;55;1;4;3;1;81
U00600650;1110;5;1;6;2;0;1;0;15
U00600654;3530;3;2;5;2;0;0;0;12
U00601136;1070;10;2;33;0;11;7;1;64
U00601267;5460;13;10;70;1;3;5;3;105
U00601348;64080;6;4;12;1;1;1;0;25
U00601451;2050;4;4;9;1;1;1;0;20
U00601561;18290;5;1;16;1;5;3;0;31
U00601586;2030;9;8;17;1;2;2;0;39
U00601589;68090;6;1;22;0;7;4;0;40
U00601752;6780;6;1;19;0;6;4;1;37
U00601798;9420;10;6;41;1;3;3;1;65
U00601876;2340;10;10;24;2;0;3;1;50
U00602071;3300;3;4;8;1;1;1;0;18
U00602321;9010;7;1;25;0;8;5;1;47
U00602334;1020;7;7;18;0;2;2;0;36
U00602590;900;4;4;11;0;1;2;1;23
U00602627;11020;12;7;55;1;3;3;2;83
U00602686;30000;16;7;57;3;1;3;1;88
U00603004;19670;4;5;10;1;1;1;0;22
U00603016;3660;4;2;8;1;1;1;0;17
U00603040;1360;3;4;7;0;1;1;0;16
U00603063;2760;8;7;19;3;1;2;0;40
U00603149;6080;9;5;12;5;1;0;1;33
U00603170;2000;6;2;25;0;7;5;1;46
U00603195;8840;10;1;37;1;12;7;1;69
U00603338;25170;3;3;9;1;1;2;1;20
U00603347;1050;2;3;8;1;1;1;0;16
U00603676;10960;16;7;60;2;1;5;0;91
U00603785;5690;2;4;7;0;1;1;0;15
U00603859;4980;3;2;7;1;0;1;1;15
U00603871;4170;14;7;55;0;3;4;2;85
U00604135;2280;8;9;16;2;2;3;0;40
U00604137;3900;5;5;12;0;1;3;1;27
U00604178;6450;3;4;7;1;0;1;0;16
U00604308;1350;5;5;9;0;0;2;0;21
U00604322;1320;16;14;70;2;2;4;3;111
U00604372;1100;5;1;10;4;0;1;1;22
U00604537;1990;7;1;24;0;7;5;1;45
U00604620;1720;11;6;48;2;2;2;1;72
U00604685;2410;4;5;11;0;1;2;0;23
U00604771;24110;5;1;24;0;8;5;1;44
U00604777;14080;4;1;19;1;5;3;1;34
U00604809;1110;3;1;5;2;0;0;1;12
U00605163;3000;5;4;14;2;1;2;0;28
U00605270;1010;3;3;12;2;1;3;0;24
U00605388;2070;3;1;5;1;1;1;0;12
U00605660;4880;6;5;10;1;0;1;0;23
U00605664;3250;5;2;32;1;1;2;1;44
U00605695;2100;7;5;11;0;1;2;1;27
U00605728;1080;5;4;8;0;1;2;0;20
U00605763;1310;5;3;9;1;1;2;0;21
U00605880;6280;10;0;25;0;7;5;1;48
U00605999;7250;4;3;9;1;0;1;1;19
U00606017;3070;23;15;96;3;3;2;0;142
U00606100;10850;6;7;15;2;1;2;0;33
U00606256;3670;7;7;12;1;1;2;0;30
U00606259;1790;8;3;12;3;2;1;0;29
U00606386;2590;6;6;11;2;1;2;0;28
U00606433;1400;5;3;7;3;1;2;0;21
U00606446;2370;6;0;21;0;7;4;0;38
U00606484;3340;3;1;6;2;0;0;0;12
U00606496;6700;4;2;5;2;0;1;1;15
U00606638;13830;3;3;6;1;1;1;0;15
U00606707;1400;10;7;54;0;2;3;0;76
U00606788;1020;5;1;23;0;7;3;1;40
U00606868;3480;8;5;10;4;0;0;1;28
U00606874;1480;4;1;4;2;0;0;0;11
U00607050;1210;13;10;56;2;2;3;2;88
U00607640;2380;4;1;8;3;0;0;0;16
U00607667;1410;3;3;7;1;1;1;1;17
U00607715;3300;9;2;28;0;9;5;2;55
U00607743;6710;8;7;16;1;1;2;1;36
U00607848;2360;7;6;14;2;1;2;1;33
U00608011;38090;10;3;27;2;8;5;1;56
U00608036;1040;6;6;10;1;1;1;0;25
U00608056;970;10;10;21;2;0;4;0;47
U00608059;4270;4;2;7;2;0;0;0;15
U00608108;14450;10;6;40;1;1;3;1;62
U00608197;2550;6;1;9;3;1;1;0;21
U00608221;1190;4;5;12;1;1;1;1;25
U00608322;1210;4;4;11;1;1;2;0;23
U00608418;7130;5;6;12;1;1;2;1;28
U00608574;4670;4;1;5;2;0;0;0;12
U00608597;1170;6;8;13;1;1;3;0;32
U00608681;9250;4;4;10;1;1;1;0;21
U00608829;7500;12;7;51;0;1;4;1;76
U00608850;5150;5;0;27;1;9;6;1;49
U00608872;8580;9;9;53;2;1;3;1;78
U00608888;3710;5;2;7;2;0;0;0;16
U00608928;4570;8;7;38;1;1;3;1;59
U00608980;13350;5;4;10;1;1;1;1;23
U00608994;29000;3;3;7;1;0;1;0;15
U00609107;5150;6;2;9;4;0;0;1;22
U00609305;14680;7;5;16;1;2;2;1;34
U00609306;1650;4;4;10;1;1;1;0;21
U00609443;1280;14;8;81;1;2;4;1;111
U00609479;1570;7;8;16;1;1;3;1;37
U00609487;1420;3;2;6;2;0;1;0;14
U00609547;1460;10;0;30;1;10;5;1;57
U00609741;12470;8;8;16;1;2;3;0;38
U00609961;1590;3;4;9;0;0;1;0;17
U00610156;970;3;4;10;1;1;1;1;21
U00610176;3280;7;2;8;4;1;0;0;22
U00610261;1120;5;3;9;4;1;0;1;23
U00610313;1320;7;7;15;1;0;3;1;34
U00610452;3090;14;8;82;2;3;4;3;116
U00610558;5130;4;2;5;2;0;0;0;13
U00610661;3590;3;2;7;3;0;0;0;15
U00610769;15820;11;8;20;1;1;2;0;43
U00610814;2280;12;9;49;1;3;3;1;78
U00610855;1180;3;3;9;1;0;1;1;18
U00610880;1620;5;7;16;1;2;3;0;34
U00611087;5810;14;7;80;2;1;7;0;111
U00611096;1570;8;2;28;1;9;6;2;56
U00611312;1630;7;5;15;1;1;2;0;31
U00611362;2630;3;3;8;0;1;1;0;16
U00611453;13480;8;8;18;2;2;2;0;40
U00611470;3000;6;4;12;1;1;2;0;26
U00611541;4330;4;4;8;1;0;2;0;19
U00611621;1500;9;1;10;3;1;1;0;25
U00611683;7720;4;1;17;1;6;3;1;33
U00611811;1940;5;9;15;1;1;2;0;33
U00611822;7570;25;11;92;0;3;5;0;136
U00612510;30890;4;2;6;1;1;1;0;15
U00612794;12010;4;2;7;2;0;1;1;17
U00612946;6860;3;1;4;2;0;1;0;11
U00613190;1130;7;1;29;1;9;6;2;55
U00613273;1690;6;2;16;5;2;0;0;31
U00613290;20300;6;6;21;2;2;3;0;40
U00613574;2720;12;10;54;1;2;3;2;84
U00613650;24550;8;7;18;1;2;2;0;38
U00613660;1110;5;2;6;4;1;1;0;19
U00613961;1630;3;4;7;1;0;1;0;16
U00614004;1280;5;0;22;0;7;4;1;39
U00614086;3780;8;8;15;2;1;2;1;37
U00614142;77080;12;0;44;1;13;9;1;80
U00614246;8240;6;0;21;0;7;4;1;39
U00614293;2180;3;1;5;2;0;0;0;11
U00614490;1560;6;3;22;0;6;5;1;43
U00614622;4670;16;4;51;0;3;3;1;78
U00615107;3130;11;7;57;1;4;5;1;86
U00615360;2150;5;1;24;0;7;4;1;42
U00615632;1230;11;1;41;0;14;8;2;77
U00615694;5380;5;1;18;1;5;3;0;33
U00615712;1940;5;0;20;0;5;4;1;35
U00615750;970;6;2;7;2;0;0;1;18
U00615889;1300;4;1;6;3;0;1;0;15
U00616088;1160;4;3;10;0;2;1;0;20
U00616189;1690;2;2;7;1;1;1;0;14
U00616253;1240;2;2;5;2;0;0;0;11
U00616254;5690;5;1;6;2;0;1;0;15
U00616366;2360;4;4;11;0;1;1;0;21
U00616453;990;8;9;16;1;1;2;0;37
U00616592;12310;7;7;13;2;1;1;0;31
U00616653;6990;7;4;6;4;0;1;0;22
U00616741;1700;4;7;10;1;1;2;0;25
U00616916;2160;7;3;10;3;1;0;1;25
U00616935;3420;7;6;12;1;0;2;1;29
U00617050;41770;6;0;27;1;9;5;0;48
U00617251;27900;4;4;8;1;0;1;0;18
U00617304;3900;7;6;13;0;1;1;1;29
U00617366;9740;6;3;26;1;7;4;1;48
U00617486;1280;5;5;11;1;1;2;0;25
U00617579;2140;11;3;35;1;11;7;2;70
U00617746;2570;7;4;9;5;0;2;1;28
U00617789;27180;11;5;40;0;1;2;1;60
U00617873;2600;10;0;35;1;11;8;2;67
U00617898;8590;5;5;12;1;1;2;0;26
U00617916;14290;4;3;6;2;0;0;1;16
U00617949;3500;6;6;13;1;1;2;0;29
U00618008;8570;17;11;89;1;6;5;1;130
U00618054;12310;13;8;39;1;1;4;0;66
U00618103;5620;11;9;48;1;2;5;1;77
U00618229;15260;8;6;15;0;1;2;0;32
U00618355;2800;5;0;17;0;5;3;0;30
U00618387;15910;8;4;34;2;1;2;1;52
U00618464;3900;19;9;72;1;1;4;0;106
U00618623;2590;4;4;7;1;0;1;0;17
U00618663;2480;6;2;27;0;6;5;1;47
U00618683;3740;5;3;31;0;2;2;1;44
U00618823;1240;5;5;13;2;1;3;0;29
U00618861;8200;8;10;19;1;2;2;0;42
U00618919;1180;8;0;25;0;8;5;0;46
U00618958;1200;7;8;15;1;2;2;0;35
U00619153;4310;6;6;11;5;1;2;0;31
U00619155;1070;5;2;5;3;1;1;0;17
U00619412;4890;7;8;18;2;1;2;0;38
U00619461;7370;4;5;11;1;0;1;1;23
U00619497;4170;10;4;14;7;0;2;0;37
U00619726;1310;3;2;6;2;1;0;0;14
U00619954;1310;9;2;12;4;1;1;1;30
U00620321;3580;8;8;18;2;1;3;1;41
U00620340;2300;16;3;54;2;18;10;1;104
U00620610;3560;6;2;9;3;0;0;0;20
U00620839;1130;9;6;19;0;0;3;0;37
U00620882;7910;9;5;39;1;2;2;2;60
U00620957;15200;5;5;10;1;1;1;0;23
U00621444;2990;7;7;13;0;1;2;0;30
U00621519;4090;6;6;11;1;1;2;1;28
U00621538;12840;5;6;12;1;1;2;1;28
U00621544;2000;5;0;8;3;0;0;0;16
U00621549;6990;4;4;11;1;1;2;0;23
U00621617;1150;5;3;11;0;1;1;1;22
U00621745;2210;3;4;9;1;1;0;1;19
U00621812;2150;7;2;26;1;7;4;1;48
U00621829;1790;4;1;7;2;1;1;0;16
U00621900;2230;10;11;61;1;2;5;1;91
U00621943;1060;3;3;8;1;1;1;0;17
U00622027;1800;4;2;16;0;4;3;0;29
U00622107;12080;4;4;8;1;1;1;0;19
U00622156;1910;18;11;70;1;4;5;0;109
U00622199;8290;7;8;19;2;2;3;1;42
U00622265;2220;4;2;5;2;0;0;1;14
U00622331;5520;9;5;32;1;2;2;0;51
U00622588;4140;3;4;8;1;1;1;0;18
U00622737;8110;7;7;19;3;2;3;1;42
U00623023;8000;5;3;8;3;0;0;0;19
U00623060;7180;7;1;9;5;0;0;0;22
U00623079;3060;6;5;12;1;1;2;0;27
U00623177;1190;10;0;36;0;12;7;2;67
U00623197;21070;5;5;12;1;1;2;1;27
U00623198;7790;7;4;12;1;1;1;0;26
U00623252;5110;2;2;5;2;0;0;0;11
U00623312;23860;5;1;22;0;7;4;1;40
U00623346;990;5;3;6;2;0;0;1;17
U00623423;1250;6;6;11;1;1;2;0;27
U00623443;1290;3;3;8;1;0;1;1;17
U00623574;1310;7;6;19;2;1;3;0;38
U00623737;35490;5;0;15;0;5;3;1;29
U00623754;3830;3;4;7;0;1;1;0;16
U00623787;1120;9;0;29;1;7;4;0;50
U00623818;4170;14;12;70;2;4;3;0;105
U00623907;5320;8;5;28;0;9;6;2;58
U00623960;5020;5;2;7;2;0;0;0;16
U00623988;32220;6;3;33;0;1;3;1;47
U00624006;1260;4;4;9;3;1;0;1;22
U00624181;1460;5;4;8;1;1;1;1;21
U00624183;1570;5;2;7;3;0;1;0;18
U00624314;1490;6;5;15;2;1;3;0;32
U00624506;5910;4;4;8;3;0;0;1;20
U00624545;1600;8;0;35;2;11;8;2;66
U00624719;1900;3;4;8;1;1;1;0;18
U00624778;11010;8;7;16;3;1;2;0;37
U00624842;2060;7;7;16;2;0;2;1;35
U00624859;4200;10;1;38;0;13;7;1;70
U00624900;8410;3;1;5;2;0;0;0;11
U00624945;2830;14;7;67;2;2;5;0;97
U00624960;4700;10;8;43;0;1;1;1;64
U00624965;870;6;0;26;1;9;5;1;48
U00624975;1700;7;7;14;0;1;1;0;30
U00625028;1700;7;3;11;5;0;1;0;27
U00625117;1440;6;7;12;2;0;1;0;28
U00625386;1580;4;1;6;3;0;0;0;14
U00625396;1010;5;6;13;1;1;2;1;29
U00625706;1100;3;5;10;2;0;2;1;23
U00625775;1370;8;6;43;0;1;3;1;62
U00625889;6480;4;6;12;1;1;2;0;26
U00626115;1720;4;3;6;2;0;0;0;15
U00626323;1190;3;1;18;1;6;4;0;33
U00626405;1480;4;1;4;2;1;0;0;12
U00626416;33570;13;3;53;0;16;12;2;99
U00626417;7780;10;6;39;1;2;2;0;60
U00626427;1410;5;2;8;3;0;0;0;18
U00626439;1220;8;7;12;1;1;2;0;31
U00626501;1340;10;7;43;0;1;3;0;64
U00626551;4360;9;7;15;2;1;1;1;36
U00626714;2860;5;7;14;2;2;2;0;32
U00626740;18110;11;4;28;3;10;6;0;62
U00626978;1880;6;4;10;1;1;1;1;24
U00627055;2660;7;5;16;5;1;1;3;38
U00627092;3810;9;4;36;0;1;2;1;53
U00627113;1380;3;3;6;1;0;1;0;14
U00627137;2230;3;3;7;0;1;1;0;15
U00627274;1300;22;12;82;0;5;6;1;128
U00627310;1900;5;6;11;1;1;3;0;27
U00627359;4540;4;1;20;1;7;5;0;38
U00627651;7150;21;12;99;1;3;7;0;143
U00627764;5730;6;1;11;4;0;0;1;23
